season,week,celebrity_name,judge_score,judge_percentage,prior_votes,prior_percentage,estimated_votes,vote_percentage,combined_score,min_votes,max_votes,margin_to_elim,prior_consistency,confidence,confidence_level,is_eliminated,consistency_check
18,6,Danica McKellar,36.0,12.77,1436947,14.37,1545861,15.46,28.22,233156,10000000,13.63,92.4,43.9,Medium,False,True
18,6,James Maslow,35.0,12.41,1142866,11.43,1229491,12.29,24.71,268617,10000000,10.11,92.4,41.3,Medium,False,True
18,6,Candace Cameron Bure,32.0,11.35,1458146,14.58,1568667,15.69,27.03,375000,10000000,12.44,92.4,43.2,Medium,False,True
18,6,Charlie White,36.0,12.77,1188888,11.89,1279001,12.79,25.56,233156,10000000,10.96,92.4,41.9,Medium,False,True
18,6,Amy Purdy,38.0,13.48,1513937,15.14,1628687,16.29,29.76,162234,10000000,15.17,92.4,45.0,Medium,False,True
18,6,Meryl Davis,40.0,14.18,1175726,11.76,1264841,12.65,26.83,91312,10000000,12.24,92.4,42.8,Medium,False,True
18,6,Drew Carey,32.0,11.35,1006505,10.07,324838,3.25,14.6,0,375000,0.0,32.3,65.6,High,True,True
18,6,NeNe Leakes,33.0,11.7,1076980,10.77,1158611,11.59,23.29,339539,10000000,8.69,92.4,40.3,Medium,False,True
18,7,Danica McKellar,36.0,14.23,1597762,15.98,1743950,17.44,31.67,309994,10000000,14.7,90.9,46.0,Medium,False,True
18,7,James Maslow,35.0,13.83,1270770,12.71,1387040,13.87,27.7,349520,10000000,10.74,90.9,43.1,Medium,False,True
18,7,Candace Cameron Bure,37.0,14.62,1621335,16.21,1769679,17.7,32.32,270468,10000000,15.36,90.9,46.5,Medium,False,True
18,7,Charlie White,35.5,14.03,1321942,13.22,1442894,14.43,28.46,329757,10000000,11.5,90.9,43.6,Medium,False,True
18,7,Amy Purdy,37.5,14.82,1683369,16.83,1837390,18.37,33.2,250705,10000000,16.23,90.9,47.1,Medium,False,True
18,7,Meryl Davis,39.0,15.42,1307308,13.07,1426920,14.27,29.68,191417,10000000,12.72,90.9,44.4,Medium,False,True
18,7,NeNe Leakes,33.0,13.04,1197510,11.98,392123,3.92,16.96,0,507622,0.0,32.7,69.6,High,True,True
18,8,Danica McKellar,38.0,16.81,1815126,18.15,623796,6.24,23.05,0,411504,0.0,34.4,70.7,High,True,True
18,8,James Maslow,36.0,15.93,1443649,14.44,1653776,16.54,32.47,588495,10000000,9.41,85.4,42.6,Medium,False,True
18,8,Candace Cameron Bure,36.0,15.93,1841905,18.42,2109999,21.1,37.03,588495,10000000,13.98,85.4,46.0,Medium,False,True
18,8,Charlie White,40.0,17.7,1501783,15.02,1720371,17.2,34.9,411504,10000000,11.85,85.4,44.2,Medium,False,True
18,8,Amy Purdy,40.0,17.7,1912378,19.12,2190730,21.91,39.61,411504,10000000,16.55,85.4,47.7,Medium,False,True
18,8,Meryl Davis,36.0,15.93,1485157,14.85,1701325,17.01,32.94,588495,10000000,9.89,85.4,42.9,Medium,False,True
18,9,James Maslow,38.0,19.9,1763801,17.64,2023724,20.24,40.13,600000,10000000,13.92,85.3,47.5,Medium,False,True
18,9,Candace Cameron Bure,36.0,18.85,2250377,22.5,2582004,25.82,44.67,704712,10000000,18.46,85.3,51.0,Medium,False,True
18,9,Charlie White,38.0,19.9,1834827,18.35,631565,6.32,26.21,0,495287,0.0,34.4,78.5,High,True,True
18,9,Amy Purdy,39.0,20.42,2336479,23.36,2680795,26.81,47.23,547643,10000000,21.02,85.3,52.8,Medium,False,True
18,9,Meryl Davis,40.0,20.94,1814514,18.15,2081910,20.82,41.76,495287,10000000,15.55,85.3,48.6,Medium,False,True
18,10,James Maslow,29.0,25.29,2160152,21.6,763494,7.63,32.93,0,488354,0.0,35.3,83.6,High,True,True
18,10,Candace Cameron Bure,25.9998,22.67,2756067,27.56,3247057,32.47,55.14,1011645,10000000,22.22,82.2,54.9,Medium,False,True
18,10,Amy Purdy,29.666600000000003,25.87,2861518,28.62,3371294,33.71,59.59,691866,10000000,26.66,82.2,55.5,High,False,True
18,10,Meryl Davis,30.0,26.16,2222261,22.22,2618153,26.18,52.34,662790,10000000,19.42,82.2,52.5,Medium,False,True
19,1,Antonio Sabato Jr.,25.0,6.72,912195,9.12,966858,9.67,16.39,150124,10000000,7.91,94.0,35.6,Medium,False,True
19,1,Jonathan Bennett,30.0,8.06,872300,8.72,924571,9.25,17.31,15715,10000000,8.83,94.0,36.1,Medium,False,True
19,1,Lea Thompson,32.0,8.6,757345,7.57,802729,8.03,16.63,0,10000000,8.15,94.0,35.6,Medium,False,True
19,1,Janel Parrish,29.0,7.8,908245,9.08,962671,9.63,17.42,42597,10000000,8.94,94.0,36.2,Medium,False,True
19,1,Alfonso Ribeiro,36.0,9.68,917702,9.18,972694,9.73,19.4,0,10000000,10.92,94.0,37.7,Medium,False,True
19,1,Lolo Jones,22.0,5.91,807661,8.08,256817,2.57,8.48,0,177005,0.0,31.8,52.7,Medium,True,True
19,1,Randy Couture,31.0,8.33,774385,7.74,820790,8.21,16.54,0,10000000,8.06,94.0,35.5,Medium,False,True
19,1,Tommy Chong,27.0,7.26,589175,5.89,624481,6.24,13.5,96360,10000000,5.02,94.0,33.4,Low,False,True
19,1,Betsey Johnson,20.0,5.38,516254,5.16,547190,5.47,10.85,284532,10000000,2.37,94.0,31.5,Low,False,True
19,1,Michael Waltrip,25.0,6.72,671171,6.71,711390,7.11,13.83,150124,10000000,5.35,94.0,33.7,Low,False,True
19,1,Tavis Smiley,29.0,7.8,739021,7.39,783306,7.83,15.63,42597,10000000,7.15,94.0,34.9,Low,False,True
19,1,Bethany Mota,32.0,8.6,775867,7.76,822360,8.22,16.83,0,10000000,8.34,94.0,35.8,Medium,False,True
19,1,Sadie Robertson,34.0,9.14,758672,7.59,804135,8.04,17.18,0,10000000,8.7,94.0,36.0,Medium,False,True
19,2,Antonio Sabato Jr.,31.0,8.56,1041076,10.41,1100123,11.0,19.56,167127,10000000,9.4,94.3,36.8,Medium,False,True
19,2,Jonathan Bennett,30.0,8.29,905040,9.05,956371,9.56,17.85,194751,10000000,7.69,94.3,35.5,Medium,False,True
19,2,Lea Thompson,35.0,9.67,864348,8.64,913371,9.13,18.8,56629,10000000,8.64,94.3,36.1,Medium,False,True
19,2,Janel Parrish,34.0,9.39,1036568,10.37,1095359,10.95,20.35,84254,10000000,10.18,94.3,37.3,Medium,False,True
19,2,Alfonso Ribeiro,32.0,8.84,952146,9.52,1006149,10.06,18.9,139502,10000000,8.74,94.3,36.3,Medium,False,True
19,2,Randy Couture,28.0,7.73,803450,8.03,849020,8.49,16.23,250000,10000000,6.06,94.3,34.4,Low,False,True
19,2,Tommy Chong,28.0,7.73,672418,6.72,710556,7.11,14.84,250000,10000000,4.67,94.3,33.3,Low,False,True
19,2,Betsey Johnson,28.0,7.73,589194,5.89,622612,6.23,13.96,250000,10000000,3.8,94.3,32.7,Low,False,True
19,2,Michael Waltrip,24.0,6.63,696362,6.96,735858,7.36,13.99,360497,10000000,3.82,94.3,32.8,Low,False,True
19,2,Tavis Smiley,28.0,7.73,766759,7.67,243074,2.43,10.17,0,139502,0.0,31.7,55.0,High,True,True
19,2,Bethany Mota,33.0,9.12,885486,8.85,935709,9.36,18.47,111878,10000000,8.31,94.3,35.9,Medium,False,True
19,2,Sadie Robertson,31.0,8.56,787148,7.87,831793,8.32,16.88,167127,10000000,6.72,94.3,34.8,Low,False,True
19,3,Antonio Sabato Jr.,29.0,8.22,1117658,11.18,1189477,11.89,20.11,187741,10000000,9.99,93.6,37.1,Medium,False,True
19,3,Jonathan Bennett,32.0,9.07,1068776,10.69,1137454,11.37,20.44,102755,10000000,10.32,93.6,37.2,Medium,False,True
19,3,Lea Thompson,31.0,8.78,843572,8.44,897779,8.98,17.76,131084,10000000,7.64,93.6,35.2,Medium,False,True
19,3,Janel Parrish,40.0,11.33,1112818,11.13,1184326,11.84,23.17,0,10000000,13.06,93.6,39.2,Medium,False,True
19,3,Alfonso Ribeiro,32.0,9.07,1022186,10.22,1087870,10.88,19.94,102755,10000000,9.82,93.6,36.9,Medium,False,True
19,3,Randy Couture,26.0,7.37,862552,8.63,275393,2.75,10.12,0,329384,0.0,31.9,55.2,High,True,True
19,3,Tommy Chong,34.0,9.63,721881,7.22,768268,7.68,17.31,46098,10000000,7.2,93.6,34.8,Low,False,True
19,3,Betsey Johnson,29.0,8.22,632535,6.33,673181,6.73,14.95,187741,10000000,4.83,93.6,33.2,Low,False,True
19,3,Michael Waltrip,28.0,7.93,822345,8.22,875188,8.75,16.68,216070,10000000,6.56,93.6,34.5,Low,False,True
19,3,Bethany Mota,40.0,11.33,950622,9.51,1011708,10.12,21.45,0,10000000,11.33,93.6,37.9,Medium,False,True
19,3,Sadie Robertson,32.0,9.07,845050,8.45,899352,8.99,18.06,102755,10000000,7.94,93.6,35.4,Medium,False,True
19,4,Antonio Sabato Jr.,29.0,9.06,1243583,12.44,1308024,13.08,22.14,300000,10000000,10.86,94.8,39.3,Medium,False,True
19,4,Jonathan Bennett,24.0,7.5,972976,9.73,1023395,10.23,17.73,456250,10000000,6.45,94.8,36.2,Medium,False,True
19,4,Lea Thompson,39.0,12.19,1032478,10.32,1085980,10.86,23.05,0,10000000,11.76,94.8,39.7,Medium,False,True
19,4,Janel Parrish,36.0,11.25,1238197,12.38,1302360,13.02,24.27,81249,10000000,12.99,94.8,40.7,Medium,False,True
19,4,Alfonso Ribeiro,40.0,12.5,1251089,12.51,1315920,13.16,25.66,0,10000000,14.38,94.8,41.7,Medium,False,True
19,4,Tommy Chong,28.0,8.75,730195,7.3,768033,7.68,16.43,331250,10000000,5.15,94.8,35.1,Medium,False,True
19,4,Betsey Johnson,29.0,9.06,703802,7.04,222081,2.22,11.28,0,143750,0.0,31.6,58.3,High,True,True
19,4,Michael Waltrip,25.0,7.81,831816,8.32,874920,8.75,16.56,425000,10000000,5.28,94.8,35.2,Medium,False,True
19,4,Bethany Mota,33.0,10.31,961571,9.62,1011399,10.11,20.43,175000,10000000,9.14,94.8,37.9,Medium,False,True
19,4,Sadie Robertson,37.0,11.56,1034287,10.34,1087883,10.88,22.44,49999,10000000,11.16,94.8,39.3,Medium,False,True
19,6,Antonio Sabato Jr.,28.0,9.56,1206249,12.06,1323830,13.24,22.79,469852,10000000,7.7,90.3,37.6,Medium,False,True
19,6,Jonathan Bennett,32.0,10.92,1268842,12.69,417757,4.18,15.1,0,196814,0.0,32.9,57.1,High,True,True
19,6,Lea Thompson,32.0,10.92,1001482,10.01,1099103,10.99,21.91,333333,10000000,6.81,90.3,36.8,Medium,False,True
19,6,Janel Parrish,33.0,11.26,1201025,12.01,1318097,13.18,24.44,299203,10000000,9.34,90.3,38.6,Medium,False,True
19,6,Alfonso Ribeiro,39.0,13.31,1334883,13.35,1465004,14.65,27.96,94425,10000000,12.86,90.3,41.1,Medium,False,True
19,6,Tommy Chong,28.0,9.56,779101,7.79,855045,8.55,18.11,469852,10000000,3.01,90.3,34.0,Low,False,True
19,6,Michael Waltrip,30.0,10.24,976282,9.76,1071446,10.71,20.95,401592,10000000,5.85,90.3,36.1,Medium,False,True
19,6,Bethany Mota,36.0,12.29,1128571,11.29,1238581,12.39,24.67,196814,10000000,9.57,90.3,38.7,Medium,False,True
19,6,Sadie Robertson,35.0,11.95,1103560,11.04,1211132,12.11,24.06,230944,10000000,8.96,90.3,38.3,Medium,False,True
19,7,Antonio Sabato Jr.,29.5,11.41,1506414,15.06,505196,5.05,16.46,0,316972,0.0,33.5,62.6,High,True,True
19,7,Lea Thompson,35.0,13.54,1250692,12.51,1398123,13.98,27.52,162234,10000000,11.06,88.2,40.9,Medium,False,True
19,7,Janel Parrish,33.5,12.96,1363537,13.64,1524269,15.24,28.2,220261,10000000,11.74,88.2,41.5,Medium,False,True
19,7,Alfonso Ribeiro,34.0,13.15,1377734,13.78,1540140,15.4,28.55,200918,10000000,12.09,88.2,41.7,Medium,False,True
19,7,Tommy Chong,30.0,11.61,972974,9.73,1087667,10.88,22.48,355657,10000000,6.02,88.2,37.3,Medium,False,True
19,7,Michael Waltrip,28.0,10.83,1108383,11.08,1239038,12.39,23.22,433027,10000000,6.76,88.2,37.9,Medium,False,True
19,7,Bethany Mota,37.5,14.51,1281279,12.81,1432315,14.32,28.83,65522,10000000,12.37,88.2,41.8,Medium,False,True
19,7,Sadie Robertson,31.0,11.99,1138985,11.39,1273248,12.73,24.72,316972,10000000,8.26,88.2,38.9,Medium,False,True
19,8,Lea Thompson,32.0,12.9,1311842,13.12,1428057,14.28,27.18,146313,10000000,13.31,91.1,44.9,Medium,False,True
19,8,Janel Parrish,43.0,17.34,1730546,17.31,1883855,18.84,36.18,0,10000000,22.3,91.1,51.5,Medium,False,True
19,8,Alfonso Ribeiro,41.0,16.53,1748565,17.49,1903469,19.03,35.57,0,10000000,21.69,91.1,51.1,Medium,False,True
19,8,Tommy Chong,29.0,11.69,1122599,11.23,1222050,12.22,23.91,267281,10000000,10.04,91.1,42.6,Medium,False,True
19,8,Michael Waltrip,25.0,10.08,1162574,11.63,379670,3.8,13.88,0,589861,0.0,32.7,68.0,High,True,True
19,8,Bethany Mota,40.0,16.13,1478316,14.78,1609280,16.09,32.22,0,10000000,18.34,91.1,48.5,Medium,False,True
19,8,Sadie Robertson,38.0,15.32,1445554,14.46,1573616,15.74,31.06,0,10000000,17.18,91.1,47.7,Medium,False,True
19,9,Lea Thompson,35.0,16.36,1608974,16.09,543957,5.44,21.79,0,196261,0.0,33.8,66.6,High,True,True
19,9,Janel Parrish,38.5,17.99,1929559,19.3,2174465,21.74,39.74,336448,10000000,17.94,87.3,49.2,Medium,False,True
19,9,Alfonso Ribeiro,38.5,17.99,1949650,19.5,2197106,21.97,39.96,336448,10000000,18.17,87.3,49.4,Medium,False,True
19,9,Tommy Chong,28.5,13.32,1251698,12.52,1410568,14.11,27.42,803738,10000000,5.63,87.3,40.4,Medium,False,True
19,9,Bethany Mota,37.0,17.29,1648323,16.48,1857533,18.58,35.87,406542,10000000,14.07,87.3,46.3,Medium,False,True
19,9,Sadie Robertson,36.5,17.06,1611793,16.12,1816368,18.16,35.22,429906,10000000,13.43,87.3,45.9,Medium,False,True
19,10,Janel Parrish,39.0,21.37,2299551,23.0,2567666,25.68,47.05,161643,10000000,25.06,88.3,54.9,Medium,False,True
19,10,Alfonso Ribeiro,37.5,20.55,2323494,23.23,2594401,25.94,46.49,243835,10000000,24.51,88.3,55.0,High,False,True
19,10,Tommy Chong,31.0,16.99,1491711,14.92,499691,5.0,21.98,0,928767,0.0,33.5,78.2,High,True,True
19,10,Bethany Mota,38.0,20.82,1964388,19.64,2193425,21.93,42.76,216438,10000000,20.77,88.3,53.1,Medium,False,True
19,10,Sadie Robertson,37.0,20.27,1920854,19.21,2144815,21.45,41.72,271232,10000000,19.74,88.3,52.3,Medium,False,True
19,11,Janel Parrish,38.99980000000001,24.95,2702719,27.03,3223723,32.24,57.18,686046,10000000,24.62,80.7,55.1,High,False,True
19,11,Alfonso Ribeiro,40.0,25.59,2730860,27.31,3257288,32.57,58.16,622067,10000000,25.59,80.7,55.0,High,False,True
19,11,Bethany Mota,38.0,24.31,2308793,23.09,826158,8.26,32.57,0,813953,0.0,35.8,81.5,High,True,True
19,11,Sadie Robertson,39.333200000000005,25.16,2257627,22.58,2692830,26.93,52.09,664720,10000000,19.52,80.7,52.2,Medium,False,True
20,2,Suzanne Somers,28.0,8.07,683740,6.84,736409,7.36,15.43,336455,10000000,3.2,92.3,31.8,Low,False,True
20,2,Willow Shields,32.0,9.22,856202,8.56,922155,9.22,18.44,221181,10000000,6.21,92.3,33.9,Low,False,True
20,2,Riker Lynch,32.0,9.22,846587,8.47,911800,9.12,18.34,221181,10000000,6.1,92.3,33.9,Low,False,True
20,2,Rumer Willis,32.0,9.22,904683,9.05,974371,9.74,18.97,221181,10000000,6.73,92.3,34.3,Low,False,True
20,2,Nastia Liukin,34.0,9.8,1047377,10.47,1128057,11.28,21.08,163544,10000000,8.84,92.3,35.9,Medium,False,True
20,2,Michael Sam,28.0,8.07,868046,8.68,934912,9.35,17.42,336455,10000000,5.18,92.3,33.3,Low,False,True
20,2,Robert Herjavec,28.0,8.07,669775,6.7,721368,7.21,15.28,336455,10000000,3.05,92.3,31.7,Low,False,True
20,2,Charlotte McKinney,26.0,7.49,694739,6.95,748255,7.48,14.98,394092,10000000,2.74,92.3,31.5,Low,False,True
20,2,Noah Galloway,27.0,7.78,821824,8.22,885129,8.85,16.63,365273,10000000,4.4,92.3,32.7,Low,False,True
20,2,Redfoo,31.0,8.93,1021727,10.22,330129,3.3,12.24,0,0,0.0,32.3,54.6,Medium,True,True
20,2,Patti LaBelle,28.0,8.07,741389,7.41,798499,7.98,16.05,336455,10000000,3.82,92.3,32.2,Low,False,True
20,2,Chris Soules,21.0,6.05,843903,8.44,908909,9.09,15.14,538184,10000000,2.91,92.3,31.7,Low,False,True
20,3,Suzanne Somers,25.0,7.99,694623,6.95,730725,7.31,15.29,176880,10000000,6.04,94.8,34.4,Low,False,True
20,3,Willow Shields,32.0,10.22,956813,9.57,1006542,10.07,20.29,0,10000000,11.03,94.8,38.0,Medium,False,True
20,3,Riker Lynch,34.0,10.86,946068,9.46,995238,9.95,20.82,0,10000000,11.56,94.8,38.4,Medium,False,True
20,3,Rumer Willis,33.0,10.54,1112090,11.12,1169889,11.7,22.24,0,10000000,12.99,94.8,39.4,Medium,False,True
20,3,Nastia Liukin,34.0,10.86,1170453,11.7,1231286,12.31,23.18,0,10000000,13.92,94.8,40.1,Medium,False,True
20,3,Michael Sam,24.0,7.67,881863,8.82,927697,9.28,16.94,208829,10000000,7.69,94.8,35.7,Medium,False,True
20,3,Robert Herjavec,29.0,9.27,823327,8.23,866118,8.66,17.93,49085,10000000,8.67,94.8,36.2,Medium,False,True
20,3,Charlotte McKinney,22.0,7.03,705797,7.06,222744,2.23,9.26,0,272727,0.0,31.6,56.8,High,True,True
20,3,Noah Galloway,30.0,9.58,918395,9.18,966128,9.66,19.25,17136,10000000,9.99,94.8,37.2,Medium,False,True
20,3,Patti LaBelle,22.0,7.03,753190,7.53,792336,7.92,14.95,272727,10000000,5.7,94.8,34.2,Low,False,True
20,3,Chris Soules,28.0,8.95,1037376,10.37,1091292,10.91,19.86,81033,10000000,10.6,94.8,37.7,Medium,False,True
20,4,Suzanne Somers,28.0,8.62,802007,8.02,863556,8.64,17.25,361538,10000000,4.73,92.3,34.2,Low,False,True
20,4,Willow Shields,39.0,12.0,1004299,10.04,1081372,10.81,22.81,23076,10000000,10.29,92.3,38.0,Medium,False,True
20,4,Riker Lynch,34.0,10.46,993021,9.93,1069229,10.69,21.15,176923,10000000,8.63,92.3,36.9,Medium,False,True
20,4,Rumer Willis,35.0,10.77,1167282,11.67,1256863,12.57,23.34,146153,10000000,10.82,92.3,38.5,Medium,False,True
20,4,Nastia Liukin,36.0,11.08,1228542,12.29,1322824,13.23,24.31,115384,10000000,11.79,92.3,39.2,Medium,False,True
20,4,Michael Sam,30.0,9.23,1018192,10.18,328899,3.29,12.52,0,207692,0.0,32.3,57.4,High,True,True
20,4,Robert Herjavec,34.0,10.46,864188,8.64,930509,9.31,19.77,176923,10000000,7.25,92.3,35.9,Medium,False,True
20,4,Noah Galloway,32.0,9.85,963975,9.64,1037954,10.38,20.23,238461,10000000,7.71,92.3,36.3,Medium,False,True
20,4,Patti LaBelle,30.0,9.23,869627,8.7,936366,9.36,18.59,300000,10000000,6.07,92.3,35.1,Medium,False,True
20,4,Chris Soules,27.0,8.31,1088860,10.89,1172423,11.72,20.03,392307,10000000,7.51,92.3,36.3,Medium,False,True
20,5,Suzanne Somers,28.0,9.89,909758,9.1,291490,2.91,12.81,0,191990,0.0,32.0,60.0,High,True,True
20,5,Willow Shields,34.0,12.01,1139228,11.39,1216712,12.17,24.18,121319,10000000,11.37,93.2,40.7,Medium,False,True
20,5,Riker Lynch,38.0,13.43,1126435,11.26,1203049,12.03,25.46,0,10000000,12.65,93.2,41.6,Medium,False,True
20,5,Rumer Willis,39.0,13.78,1324108,13.24,1414167,14.14,27.92,0,10000000,15.11,93.2,43.4,Medium,False,True
20,5,Nastia Liukin,38.0,13.43,1393598,13.94,1488383,14.88,28.31,0,10000000,15.5,93.2,43.7,Medium,False,True
20,5,Robert Herjavec,24.0,8.48,891176,8.91,951789,9.52,18.0,474676,10000000,5.19,93.2,36.4,Medium,False,True
20,5,Noah Galloway,28.0,9.89,994079,9.94,1061690,10.62,20.51,333333,10000000,7.7,93.2,38.2,Medium,False,True
20,5,Patti LaBelle,27.0,9.54,986463,9.86,1053557,10.54,20.08,368669,10000000,7.27,93.2,37.9,Medium,False,True
20,5,Chris Soules,27.0,9.54,1235150,12.35,1319158,13.19,22.73,368669,10000000,9.92,93.2,39.9,Medium,False,True
20,6,Willow Shields,36.5,12.9,1227780,12.28,1326498,13.26,26.16,286660,10000000,10.7,92.0,41.7,Medium,False,True
20,6,Riker Lynch,38.0,13.43,1213992,12.14,1311601,13.12,26.54,233657,10000000,11.08,92.0,41.9,Medium,False,True
20,6,Rumer Willis,35.5,12.54,1427031,14.27,1541769,15.42,27.96,321996,10000000,12.5,92.0,43.1,Medium,False,True
20,6,Nastia Liukin,36.5,12.9,1501922,15.02,1622682,16.23,29.12,286660,10000000,13.66,92.0,43.9,Medium,False,True
20,6,Robert Herjavec,33.5,11.84,1056491,10.56,1141437,11.41,23.25,392667,10000000,7.79,92.0,39.6,Medium,False,True
20,6,Noah Galloway,34.0,12.01,1178483,11.78,1273237,12.73,24.75,375000,10000000,9.29,92.0,40.7,Medium,False,True
20,6,Patti LaBelle,34.0,12.01,1063140,10.63,344586,3.45,15.46,0,357332,0.0,32.4,64.5,High,True,True
20,6,Chris Soules,35.0,12.37,1331158,13.31,1438187,14.38,26.75,339664,10000000,11.29,92.0,42.2,Medium,False,True
20,7,Willow Shields,39.0,15.35,1373838,13.74,456005,4.56,19.91,0,113610,0.0,33.2,64.8,High,True,True
20,7,Riker Lynch,37.0,14.57,1358410,13.58,1502947,15.03,29.6,507311,10000000,9.68,89.4,42.1,Medium,False,True
20,7,Rumer Willis,37.0,14.57,1596792,15.97,1766693,17.67,32.23,507311,10000000,12.32,89.4,44.0,Medium,False,True
20,7,Nastia Liukin,41.0,16.14,1680593,16.81,1859410,18.59,34.74,349831,10000000,14.82,89.4,45.8,Medium,False,True
20,7,Robert Herjavec,31.0,12.2,1182173,11.82,1307957,13.08,25.28,743532,10000000,5.37,89.4,39.0,Medium,False,True
20,7,Noah Galloway,38.0,14.96,1318677,13.19,1458985,14.59,29.55,467941,10000000,9.64,89.4,42.0,Medium,False,True
20,7,Chris Soules,31.0,12.2,1489514,14.9,1648000,16.48,28.68,743532,10000000,8.77,89.4,41.6,Medium,False,True
20,8,Riker Lynch,39.0,18.44,1574756,15.75,1741855,17.42,35.86,121749,10000000,16.65,89.4,48.5,Medium,False,True
20,8,Rumer Willis,40.0,18.91,1851104,18.51,2047527,20.48,39.39,74468,10000000,20.18,89.4,51.2,Medium,False,True
20,8,Nastia Liukin,38.0,17.97,1948251,19.48,2154982,21.55,39.52,169030,10000000,20.31,89.4,51.3,Medium,False,True
20,8,Robert Herjavec,31.0,14.66,1370451,13.7,454761,4.55,19.2,0,523640,0.0,33.2,74.2,High,True,True
20,8,Noah Galloway,31.5,14.89,1528695,15.29,1690906,16.91,31.8,476359,10000000,12.6,89.4,45.8,Medium,False,True
20,8,Chris Soules,32.0,15.13,1726740,17.27,1909967,19.1,34.23,452718,10000000,15.02,89.4,47.6,Medium,False,True
20,9,Riker Lynch,40.0,25.48,2281327,22.81,2843018,28.43,53.91,750000,10000000,17.88,75.4,49.7,Medium,False,True
20,9,Rumer Willis,39.0,24.84,2681668,26.82,3341927,33.42,58.26,813694,10000000,22.23,75.4,53.0,Medium,False,True
20,9,Nastia Liukin,40.0,25.48,2822404,28.22,1055194,10.55,36.03,0,622611,0.0,37.4,82.9,High,True,True
20,9,Noah Galloway,38.0,24.2,2214598,22.15,2759859,27.6,51.8,877388,10000000,15.77,75.4,48.3,Medium,False,True
21,2,Gary Busey,16.5,6.1,606869,6.07,643980,6.44,12.54,304706,10000000,3.08,93.9,32.1,Low,False,True
21,2,Alexa PenaVega,23.0,8.5,898453,8.98,953394,9.53,18.04,64410,10000000,8.58,93.9,36.0,Medium,False,True
21,2,Carlos PenaVega,22.5,8.32,760188,7.6,806675,8.07,16.38,82894,10000000,6.92,93.9,34.7,Low,False,True
21,2,Victor Espinoza,18.5,6.84,823251,8.23,262078,2.62,9.46,0,101379,0.0,31.8,54.3,Medium,True,True
21,2,Alek Skarlatos,22.5,8.32,668787,6.69,709684,7.1,15.41,82894,10000000,5.95,93.9,34.0,Low,False,True
21,2,Chaka Khan,15.0,5.55,690857,6.91,733105,7.33,12.88,360159,10000000,3.42,93.9,32.4,Low,False,True
21,2,Andy Grammer,22.0,8.13,900789,9.01,955874,9.56,17.69,101379,10000000,8.23,93.9,35.7,Medium,False,True
21,2,Tamar Braxton,24.5,9.06,1077597,10.78,1143494,11.43,20.49,8957,10000000,11.03,93.9,37.8,Medium,False,True
21,2,Nick Carter,22.5,8.32,907637,9.08,963140,9.63,17.95,82894,10000000,8.49,93.9,35.9,Medium,False,True
21,2,Hayes Grier,22.5,8.32,571419,5.71,606362,6.06,14.38,82894,10000000,4.92,93.9,33.2,Low,False,True
21,2,Bindi Irwin,24.0,8.87,737672,7.38,782782,7.83,16.7,27442,10000000,7.24,93.9,34.9,Low,False,True
21,2,Kim Zolciak-Biermann,18.5,6.84,810248,8.1,859796,8.6,15.44,230769,10000000,5.98,93.9,34.2,Low,False,True
21,2,Paula Deen,18.5,6.84,546227,5.46,579629,5.8,12.64,230769,10000000,3.18,93.9,32.1,Low,False,True
21,4,Gary Busey,16.0,6.78,746731,7.47,236374,2.36,9.14,0,384745,0.0,31.7,58.3,High,True,True
21,4,Alexa PenaVega,21.0,8.9,994962,9.95,1049839,10.5,19.4,88135,10000000,10.25,94.5,38.6,Medium,False,True
21,4,Carlos PenaVega,25.0,10.59,1028923,10.29,1085672,10.86,21.45,0,10000000,12.31,94.5,40.1,Medium,False,True
21,4,Alek Skarlatos,24.0,10.17,822918,8.23,868305,8.68,18.85,0,10000000,9.71,94.5,38.1,Medium,False,True
21,4,Andy Grammer,23.0,9.75,1108389,11.08,1169521,11.7,21.44,3389,10000000,12.3,94.5,40.0,Medium,False,True
21,4,Tamar Braxton,27.0,11.44,1458539,14.59,1538984,15.39,26.83,0,10000000,17.69,94.5,44.1,Medium,False,True
21,4,Nick Carter,27.0,11.44,1228496,12.28,1296253,12.96,24.4,0,10000000,15.26,94.5,42.3,Medium,False,True
21,4,Hayes Grier,27.0,11.44,773422,7.73,816079,8.16,19.6,0,10000000,10.46,94.5,38.7,Medium,False,True
21,4,Bindi Irwin,28.0,11.86,1098292,10.98,1158867,11.59,23.45,0,10000000,14.31,94.5,41.6,Medium,False,True
21,4,Paula Deen,18.0,7.63,739324,7.39,780100,7.8,15.43,215254,10000000,6.28,94.5,35.7,Medium,False,True
21,6,Alexa PenaVega,30.0,9.58,1229187,12.29,1297037,12.97,22.56,141640,10000000,12.52,94.5,41.9,Medium,False,True
21,6,Carlos PenaVega,38.0,12.14,1144028,11.44,1207177,12.07,24.21,0,10000000,14.18,94.5,43.1,Medium,False,True
21,6,Alek Skarlatos,30.0,9.58,914978,9.15,965483,9.65,19.24,141640,10000000,9.21,94.5,39.5,Medium,False,True
21,6,Andy Grammer,40.0,12.78,1232384,12.32,1300410,13.0,25.78,0,10000000,15.75,94.5,44.2,Medium,False,True
21,6,Tamar Braxton,40.0,12.78,1474278,14.74,1555656,15.56,28.34,0,10000000,18.3,94.5,46.1,Medium,False,True
