name,D_pct,D_rank,judge_favored,fan_favored,season,week
Jacoby Jones,-0.002770229368961291,-1,False,True,16,7
Andy Dick,0.053463388776659855,0,True,False,16,7
Kellie Pickler,-0.04112718384217787,-2,False,True,16,7
Sean Lowe,-0.01464817542448757,0,False,True,16,7
Ingo Rademacher,-0.04590502406089628,-3,False,True,16,8
Zendaya,0.012608324682818944,3,True,False,16,8
Alexandra Raisman,0.007484456907716486,3,True,False,16,8
Jacoby Jones,-0.007548280077988856,-1,False,True,16,8
Kellie Pickler,-0.05543939508841017,-2,False,True,16,8
Sean Lowe,0.08879991763675987,0,True,False,16,8
Ingo Rademacher,0.10701224906202429,0,True,False,16,9
Zendaya,-0.01869518175322074,-1,False,True,16,9
Alexandra Raisman,-0.002904284268800128,3,False,True,16,9
Jacoby Jones,-0.005572684802480216,0,False,True,16,9
Kellie Pickler,-0.07984009823752322,-2,False,True,16,9
Zendaya,-0.018422579402101957,2,False,True,16,10
Alexandra Raisman,0.16603334334633546,1,True,False,16,10
Jacoby Jones,-0.036883066081107835,-2,False,True,16,10
Kellie Pickler,-0.11072769786312564,-1,False,True,16,10
Valerie Harper,0.011792041610306517,1,True,False,17,2
Brant Daugherty,-0.007910581774839762,-3,False,True,17,2
Elizabeth Berkley Lauren,-0.018156793664863002,0,False,True,17,2
Leah Remini,-0.003738883072449059,1,False,True,17,2
Corbin Bleu,0.00851251628633333,5,True,False,17,2
Amber Riley,-0.012158787282401162,-2,False,True,17,2
Keyshawn Johnson,0.03764505792027332,1,True,False,17,2
Bill Engvall,0.007229932562334701,1,True,False,17,2
Christina Milian,-0.022002395587663967,-2,False,True,17,2
"Nicole ""Snooki"" Polizzi",0.0024529335572938404,-1,True,False,17,2
Jack Osbourne,0.0016966196453022941,1,True,False,17,2
Bill Nye,-0.005361660199627097,-2,False,True,17,2
Valerie Harper,-0.002027140824127638,0,False,True,17,3
Brant Daugherty,0.0033781914386795675,3,True,False,17,3
Elizabeth Berkley Lauren,-0.02375985739316934,-2,False,True,17,3
Leah Remini,-0.007938714174993214,-1,False,True,17,3
Corbin Bleu,0.005044626164030605,4,True,False,17,3
Amber Riley,-0.01708371966199651,-4,False,True,17,3
Bill Engvall,0.016224100322695487,1,True,False,17,3
Christina Milian,-0.02401509127179985,-2,False,True,17,3
"Nicole ""Snooki"" Polizzi",0.011140563547083218,3,True,False,17,3
Jack Osbourne,-0.0011370426430099,-2,False,True,17,3
Bill Nye,0.04017408449660756,0,True,False,17,3
Valerie Harper,0.05492165867752423,0,True,False,17,4
Brant Daugherty,-0.012232045399147268,-1,False,True,17,4
Elizabeth Berkley Lauren,-0.017879202088389695,1,False,True,17,4
Leah Remini,-0.00917312139076755,0,False,True,17,4
Corbin Bleu,0.009047508682294605,3,True,False,17,4
Amber Riley,-0.01844460231454978,-2,False,True,17,4
Bill Engvall,0.011978964285256605,0,True,False,17,4
Christina Milian,-0.02266422678720971,-2,False,True,17,4
"Nicole ""Snooki"" Polizzi",0.007229685170355077,2,True,False,17,4
Jack Osbourne,-0.0027846188353665285,-1,False,True,17,4
Brant Daugherty,-0.00785753207918305,0,False,True,17,5
Elizabeth Berkley Lauren,-0.03521886047052292,-4,False,True,17,5
Leah Remini,-0.017487323165142038,-3,False,True,17,5
Corbin Bleu,0.0030895897464742056,3,True,False,17,5
Amber Riley,-0.035844560720803026,-6,False,True,17,5
Bill Engvall,0.00884832226273316,0,True,False,17,5
Christina Milian,0.07389131806716553,7,True,False,17,5
"Nicole ""Snooki"" Polizzi",0.010830575396059944,3,True,False,17,5
Jack Osbourne,-0.0002515290367818279,0,False,True,17,5
Brant Daugherty,-0.008789783425619924,0,False,True,17,7
Elizabeth Berkley Lauren,-0.041436102804689415,-3,False,True,17,7
Leah Remini,-0.017218528557840312,-3,False,True,17,7
Corbin Bleu,0.0032183922580115154,4,True,False,17,7
Amber Riley,-0.03085012136939394,-1,False,True,17,7
Bill Engvall,0.008411675373699495,-1,True,False,17,7
"Nicole ""Snooki"" Polizzi",0.08693694854453111,2,True,False,17,7
Jack Osbourne,-0.0002724800186985621,2,False,True,17,7
Brant Daugherty,0.09233608551332564,2,True,False,17,8
Elizabeth Berkley Lauren,-0.043666118829002315,-4,False,True,17,8
Leah Remini,-0.014426514744621088,0,False,True,17,8
Corbin Bleu,0.0040617543435262915,3,True,False,17,8
Amber Riley,-0.04624902429137395,-3,False,True,17,8
Bill Engvall,0.002683163304948985,-1,True,False,17,8
Jack Osbourne,0.005260654703196421,3,True,False,17,8
Elizabeth Berkley Lauren,0.10664445643778138,4,True,False,17,9
Leah Remini,-0.02724878817463644,-1,False,True,17,9
Corbin Bleu,-0.004543872474272848,2,False,True,17,9
Amber Riley,-0.05457570303937756,-4,False,True,17,9
Bill Engvall,-0.004520008022669081,-1,False,True,17,9
Jack Osbourne,-0.01575608472682541,0,False,True,17,9
Leah Remini,0.11348776404632922,1,True,False,17,10
Corbin Bleu,-0.01434365430309631,0,False,True,17,10
Amber Riley,-0.06284730085419027,0,False,True,17,10
Bill Engvall,-0.012325583697675113,-1,False,True,17,10
Jack Osbourne,-0.023971225191367573,0,False,True,17,10
Corbin Bleu,-0.02699570300070009,0,False,True,17,11
Amber Riley,-0.0874338364769105,0,False,True,17,11
Bill Engvall,0.1537263034493971,0,True,False,17,11
Jack Osbourne,-0.03929676397178658,0,False,True,17,11
Billy Dee Williams,-0.00796553182849942,-1,False,True,18,2
Danica McKellar,-0.014694012095095785,-1,False,True,18,2
James Maslow,0.0035499570480070214,4,True,False,18,2
Candace Cameron Bure,-0.0286569950630495,-5,False,True,18,2
Sean Avery,0.054180654639540325,3,True,False,18,2
Charlie White,0.008920860270548947,5,True,False,18,2
Amy Purdy,-0.020751415729537967,-4,False,True,18,2
Meryl Davis,0.0007061553417259947,1,True,False,18,2
Drew Carey,0.006876726257183288,0,True,False,18,2
Cody Simpson,-0.0034984217711842014,0,False,True,18,2
NeNe Leakes,0.001332022930361304,-2,True,False,18,2
Danica McKellar,-0.017621770821509702,1,False,True,18,5
James Maslow,0.01387783627701232,5,True,False,18,5
Candace Cameron Bure,-0.032091032298097635,-5,False,True,18,5
Charlie White,0.00011756342457532043,1,True,False,18,5
Amy Purdy,-0.031266455405835974,-3,False,True,18,5
Meryl Davis,-0.0017172258750560165,0,False,True,18,5
Drew Carey,-0.010223436568844557,-1,False,True,18,5
Cody Simpson,0.07110764142234884,1,True,False,18,5
NeNe Leakes,0.00781687984540741,1,True,False,18,5
Danica McKellar,-0.026926571907758823,0,False,True,18,6
James Maslow,0.0011643382925639045,1,True,False,18,6
Candace Cameron Bure,-0.04339156975505959,-5,False,True,18,6
Charlie White,-0.0002405639019564254,0,False,True,18,6
Amy Purdy,-0.028116975810979272,-1,False,True,18,6
Meryl Davis,0.015359833685964303,4,True,False,18,6
Drew Carey,0.08099136755982161,0,True,False,18,6
NeNe Leakes,0.0011601418374042605,1,True,False,18,6
Danica McKellar,-0.03210257963945082,-1,False,True,18,7
James Maslow,-0.0003641345330055723,0,False,True,18,7
Candace Cameron Bure,-0.03072291149865078,-1,False,True,18,7
Charlie White,-0.003973252182186249,-1,False,True,18,7
Amy Purdy,-0.03551772962211161,-1,False,True,18,7
Meryl Davis,0.01145814055163566,4,True,False,18,7
NeNe Leakes,0.09122246692376937,0,True,False,18,7
Danica McKellar,0.10576197420646838,3,True,False,18,8
James Maslow,-0.0060856142150647885,1,False,True,18,8
Candace Cameron Bure,-0.051707927901758904,-3,False,True,18,8
Charlie White,0.004953998831332379,2,True,False,18,8
Amy Purdy,-0.042081915279441856,-1,False,True,18,8
Meryl Davis,-0.010840515641535237,-2,False,True,18,8
James Maslow,-0.003419560893336282,1,False,True,18,9
Candace Cameron Bure,-0.06971877624742015,-3,False,True,18,9
Charlie White,0.1357963669498493,1,True,False,18,9
Amy Purdy,-0.06389107194051807,-1,False,True,18,9
Meryl Davis,0.001233042131425166,2,True,False,18,9
James Maslow,0.17655814963143068,1,True,False,18,10
Candace Cameron Bure,-0.09796279577145728,-2,False,True,18,10
Amy Purdy,-0.07840851691205508,-1,False,True,18,10
Meryl Davis,-0.00018683694791837846,2,False,True,18,10
Antonio Sabato Jr.,-0.029481576273433063,-8,False,True,19,1
Jonathan Bennett,-0.011812012675416594,-2,False,True,19,1
Lea Thompson,0.005748541157972714,5,True,False,19,1
Janel Parrish,-0.018310187766429786,-4,False,True,19,1
Alfonso Ribeiro,-0.0004952842671951535,0,False,True,19,1
Lolo Jones,0.033458064400860126,1,True,False,19,1
Randy Couture,0.0012542676700807998,1,True,False,19,1
Tommy Chong,0.010132495202770361,2,True,False,19,1
Betsey Johnson,-0.0009556029150199624,-1,False,True,19,1
Michael Waltrip,-0.0039347558359767165,-1,False,True,19,1
Tavis Smiley,-0.0003736734172183065,1,False,True,19,1
Bethany Mota,0.00378543958749146,1,True,False,19,1
Sadie Robertson,0.01098428513151413,5,True,False,19,1
Antonio Sabato Jr.,-0.024376995890155406,-4,False,True,19,2
Jonathan Bennett,-0.012764219641778332,-3,False,True,19,2
Lea Thompson,0.005347937204355349,5,True,False,19,2
Janel Parrish,-0.015613302834275727,0,False,True,19,2
Alfonso Ribeiro,-0.012217160252226536,-1,False,True,19,2
Randy Couture,-0.007553976152678693,-1,False,True,19,2
Tommy Chong,0.006292430770524771,1,True,False,19,2
Betsey Johnson,0.015086835167726971,1,True,False,19,2
Michael Waltrip,-0.007287494251481938,-3,False,True,19,2
Tavis Smiley,0.05304065414463646,1,True,False,19,2
Bethany Mota,-0.0024107257909982555,2,False,True,19,2
Sadie Robertson,0.0024560175263513145,2,True,False,19,2
Antonio Sabato Jr.,-0.036794773074849726,-7,False,True,19,3
Jonathan Bennett,-0.0230938874245238,-1,False,True,19,3
Lea Thompson,-0.001959239027321674,0,False,True,19,3
Janel Parrish,-0.005118199780990956,1,False,True,19,3
Alfonso Ribeiro,-0.018135485441163016,-1,False,True,19,3
Randy Couture,0.046115079919119784,0,True,False,19,3
Tommy Chong,0.01949044972252549,6,True,False,19,3
Betsey Johnson,0.01483484757699853,1,True,False,19,3
Michael Waltrip,-0.008198721693086414,-2,False,True,19,3
Bethany Mota,0.012143607123731803,3,True,False,19,3
Sadie Robertson,0.0007163220995600045,0,True,False,19,3
Antonio Sabato Jr.,-0.040177465401232695,-4,False,True,19,4
Jonathan Bennett,-0.027339551169775586,-4,False,True,19,4
Lea Thompson,0.013276945700972848,3,True,False,19,4
Janel Parrish,-0.017736065118032565,-1,False,True,19,4
Alfonso Ribeiro,-0.0065920657960328866,0,False,True,19,4
Tommy Chong,0.010696661598330798,1,True,False,19,4
Betsey Johnson,0.06841688889594444,3,True,False,19,4
Michael Waltrip,-0.009367043746021875,-1,False,True,19,4
Bethany Mota,0.001985049430024713,2,True,False,19,4
Sadie Robertson,0.006836645605822811,1,True,False,19,4
Antonio Sabato Jr.,-0.03681992625979247,-6,False,True,19,6
Jonathan Bennett,0.06743929617698596,4,True,False,19,6
Lea Thompson,-0.0006953378903310631,0,False,True,19,6
Janel Parrish,-0.01918177955676008,-1,False,True,19,6
Alfonso Ribeiro,-0.01339467120245505,0,False,True,19,6
Tommy Chong,0.010058597179469247,-1,True,False,19,6
Michael Waltrip,-0.0047555750740332775,0,False,True,19,6
Bethany Mota,-0.0009912677311287449,2,False,True,19,6
Sadie Robertson,-0.0016593356419545152,2,False,True,19,6
Antonio Sabato Jr.,0.06360030242271283,1,True,False,19,7
Lea Thompson,-0.004415837549700596,2,False,True,19,7
Janel Parrish,-0.022833150525910118,-2,False,True,19,7
Alfonso Ribeiro,-0.022486015183961205,-2,False,True,19,7
Tommy Chong,0.007287415100652686,1,True,False,19,7
Michael Waltrip,-0.015586634861346399,-2,False,True,19,7
Bethany Mota,0.0018361409665647033,2,True,False,19,7
Sadie Robertson,-0.007402220369011933,0,False,True,19,7
Lea Thompson,-0.013773484777206718,0,False,True,19,8
Janel Parrish,-0.014998459741473402,1,False,True,19,8
Alfonso Ribeiro,-0.025024376458925857,-1,False,True,19,8
Tommy Chong,-0.0052695527905432665,0,False,True,19,8
Michael Waltrip,0.0628394402227998,0,True,False,19,8
Bethany Mota,0.0003622743022306807,0,True,False,19,8
Sadie Robertson,-0.004135840756881254,0,False,True,19,8
Lea Thompson,0.10915568555044397,1,True,False,19,9
Janel Parrish,-0.037540023177894816,1,False,True,19,9
Alfonso Ribeiro,-0.03980412385712501,-1,False,True,19,9
Tommy Chong,-0.007879272223594774,-1,False,True,19,9
Bethany Mota,-0.012856159464324474,0,False,True,19,9
Sadie Robertson,-0.011076106827504956,0,False,True,19,9
Janel Parrish,-0.043068021216343955,1,False,True,19,10
Alfonso Ribeiro,-0.05396069983323587,-2,False,True,19,10
Tommy Chong,0.11989390370480812,0,True,False,19,10
Bethany Mota,-0.01112336578631698,1,False,True,19,10
Sadie Robertson,-0.01174181686891132,0,False,True,19,10
Janel Parrish,-0.0729061286845604,-1,False,True,19,11
Alfonso Ribeiro,-0.0698647475748343,0,False,True,19,11
Bethany Mota,0.1604550724865657,0,True,False,19,11
Sadie Robertson,-0.017684196227171156,1,False,True,19,11
Suzanne Somers,0.007050691102630749,4,True,False,20,2
Willow Shields,3.455622015466342e-06,2,True,False,20,2
Riker Lynch,0.001038956346865974,2,True,False,20,2
Rumer Willis,-0.005218148033107092,-2,False,True,20,2
Nastia Liukin,-0.014823070030327692,0,False,True,20,2
Michael Sam,-0.012799622792588977,-4,False,True,20,2
Robert Herjavec,0.008554792155501478,3,True,False,20,2
Charlotte McKinney,0.0001024015126032396,-2,True,False,20,2
Noah Galloway,-0.01070316368818,-3,False,True,20,2
Redfoo,0.05632425268346103,7,True,False,20,2
Patti LaBelle,0.0008416867563277031,-1,True,False,20,2
Chris Soules,-0.03037223163520191,-6,False,True,20,2
Suzanne Somers,0.006799667936575174,2,True,False,20,3
Willow Shields,0.0015821713981144514,0,True,False,20,3
Riker Lynch,0.009102348321142206,4,True,False,20,3
Rumer Willis,-0.011557648590325903,-1,False,True,20,3
Nastia Liukin,-0.014502463481263689,-1,False,True,20,3
Michael Sam,-0.01609243009094348,-2,False,True,20,3
Robert Herjavec,0.006039913882576742,2,True,False,20,3
Charlotte McKinney,0.048013128798896666,1,True,False,20,3
Noah Galloway,-0.0007662029390120145,1,False,True,20,3
Patti LaBelle,-0.008946099680717579,-2,False,True,20,3
Chris Soules,-0.019672385555042624,-4,False,True,20,3
Suzanne Somers,-0.0002017970239754363,0,False,True,20,4
Willow Shields,0.011862745931372959,3,True,False,20,4
Riker Lynch,-0.002307568846092123,1,False,True,20,4
Rumer Willis,-0.01799405515087371,-1,False,True,20,4
Nastia Liukin,-0.021513235372002296,-1,False,True,20,4
Michael Sam,0.05941777586273409,3,True,False,20,4
Robert Herjavec,0.011564438089911352,3,True,False,20,4
Noah Galloway,-0.005333913436187485,0,False,True,20,4
Patti LaBelle,-0.0013289545106311001,-1,False,True,20,4
Chris Soules,-0.03416543554425623,-7,False,True,20,4
Suzanne Somers,0.06979091475411461,4,True,False,20,5
Willow Shields,-0.0015299180794466766,0,False,True,20,5
Riker Lynch,0.013970658222078242,3,True,False,20,5
Rumer Willis,-0.0036075834292333964,1,False,True,20,5
Nastia Liukin,-0.014562756044628894,-2,False,True,20,5
Robert Herjavec,-0.010373293879226433,-1,False,True,20,5
Noah Galloway,-0.0072291237559046345,0,False,True,20,5
Patti LaBelle,-0.009949392253848069,0,False,True,20,5
Chris Soules,-0.03650950553390471,-5,False,True,20,5
Willow Shields,-0.003674574777284084,2,False,True,20,6
Riker Lynch,0.0031154790265165155,4,True,False,20,6
Rumer Willis,-0.02873525014000966,-2,False,True,20,6
Nastia Liukin,-0.03329298366280675,-2,False,True,20,6
Robert Herjavec,0.00423082406076665,-1,True,False,20,6
Noah Galloway,-0.007182395440937711,0,False,True,20,6
Patti LaBelle,0.08568273241860064,1,True,False,20,6
Chris Soules,-0.020143831484845567,-2,False,True,20,6
Willow Shields,0.10794279340646007,5,True,False,20,7
Riker Lynch,-0.004625453749840858,0,False,True,20,7
Rumer Willis,-0.031000061662223244,-3,False,True,20,7
Nastia Liukin,-0.024523732947671073,0,False,True,20,7
Robert Herjavec,-0.008748495144233565,0,False,True,20,7
Noah Galloway,0.00370775544303531,2,True,False,20,7
Chris Soules,-0.04275280534552664,-4,False,True,20,7
Riker Lynch,0.010211628283460394,2,True,False,20,8
Rumer Willis,-0.015627445442273957,1,False,True,20,8
Nastia Liukin,-0.0358292123667881,-2,False,True,20,8
Robert Herjavec,0.1010959949236907,0,True,False,20,8
Noah Galloway,-0.0201544636053608,0,False,True,20,8
Chris Soules,-0.03969650179272827,-1,False,True,20,8
Riker Lynch,-0.029524786796677083,1,False,True,20,9
Rumer Willis,-0.08578512352645146,-2,False,True,20,9
Nastia Liukin,0.14925764895981003,2,True,False,20,9
Noah Galloway,-0.03394773863668149,-1,False,True,20,9
Gary Busey,-0.0033998935074670486,-2,False,True,21,2
Alexa PenaVega,-0.01031174030509438,1,False,True,21,2
Carlos PenaVega,0.002511741129752984,2,True,False,21,2
Victor Espinoza,0.04218404856765101,4,True,False,21,2
Alek Skarlatos,0.012210847919127743,4,True,False,21,2
Chaka Khan,-0.017857686252690914,-5,False,True,21,2
Andy Grammer,-0.014256598149674157,-5,False,True,21,2
Tamar Braxton,-0.02377646710563419,0,False,True,21,2
Nick Carter,-0.013134769822804676,-4,False,True,21,2
Hayes Grier,0.0225430551516728,4,True,False,21,2
Bindi Irwin,0.010446329308733654,5,True,False,21,2
Kim Zolciak-Biermann,-0.017587793272638277,-5,False,True,21,2
Paula Deen,0.010428926339065447,1,True,False,21,2
Gary Busey,0.044159195987043015,0,True,False,21,4
Alexa PenaVega,-0.016000912142920168,-2,False,True,21,4
Carlos PenaVega,-0.002635061750528578,0,False,True,21,4
Alek Skarlatos,0.01486436315590603,1,True,False,21,4
Andy Grammer,-0.019494543052658034,-4,False,True,21,4
Tamar Braxton,-0.03949171267807847,-1,False,True,21,4
Nick Carter,-0.015218598114209725,-1,False,True,21,4
Hayes Grier,0.032798830696247575,4,True,False,21,4
Bindi Irwin,0.002757298264548458,3,True,False,21,4
Paula Deen,-0.0017388603653501061,0,False,True,21,4
Alexa PenaVega,-0.03385711948447029,-3,False,True,21,6
Carlos PenaVega,0.0006879904398418568,0,True,False,21,6
Alek Skarlatos,-0.0007017029067619973,-1,False,True,21,6
Andy Grammer,-0.002245537863982988,2,False,True,21,6
Tamar Braxton,-0.027770150626289375,-1,False,True,21,6
Nick Carter,-0.01953193308865027,-2,False,True,21,6
Hayes Grier,0.01974438047921899,2,True,False,21,6
Bindi Irwin,0.010653268585420234,3,True,False,21,6
Paula Deen,0.053020804465673796,0,True,False,21,6
Alexa PenaVega,-0.0163835812687137,-1,False,True,21,7
Carlos PenaVega,-0.004365132951797246,3,False,True,21,7
Alek Skarlatos,0.01508794985166724,-1,True,False,21,7
Andy Grammer,-0.01448733801289978,0,False,True,21,7
Tamar Braxton,-0.04672403874663476,-5,False,True,21,7
Nick Carter,-0.03431133254028167,-5,False,True,21,7
Hayes Grier,0.09714181780167813,4,True,False,21,7
Bindi Irwin,0.004041655866981797,5,True,False,21,7
Alexa PenaVega,-0.019535606242897435,-2,False,True,21,8
Carlos PenaVega,0.001769308390324409,2,True,False,21,8
Alek Skarlatos,0.010726230681192439,0,True,False,21,8
Andy Grammer,0.07597377279397016,0,True,False,21,8
Tamar Braxton,-0.04602553285262895,-1,False,True,21,8
Nick Carter,-0.023898958723859276,0,False,True,21,8
Bindi Irwin,0.0009907859538985653,1,True,False,21,8
Alexa PenaVega,0.11913890802231047,5,True,False,21,9
Carlos PenaVega,-0.014202997065523443,-1,False,True,21,9
Alek Skarlatos,0.012383869042123352,0,True,False,21,9
Tamar Braxton,-0.08088157575078325,-5,False,True,21,9
Nick Carter,-0.04575439030589326,-1,False,True,21,9
Bindi Irwin,0.009316186057766074,2,True,False,21,9
Carlos PenaVega,0.15977658469892098,3,True,False,21,11
Alek Skarlatos,-0.014541161139044328,-1,False,True,21,11
Nick Carter,-0.1217057715975503,-1,False,True,21,11
Bindi Irwin,-0.02352965196232637,-1,False,True,21,11
Mischa Barton,-0.024405021948273695,-5,False,True,22,2
Kim Fields,-0.004219267787599998,-1,False,True,22,2
Jodie Sweetin,-0.008785698036916811,0,False,True,22,2
Doug Flutie,-0.002539280930657417,2,False,True,22,2
Von Miller,-0.004032881677457786,-2,False,True,22,2
Antonio Brown,-0.00827016981305101,-5,False,True,22,2
Paige VanZant,0.003699366256462791,1,True,False,22,2
Geraldo Rivera,0.03902163773115785,0,True,False,22,2
Nyle DiMarco,0.008408024542995315,3,True,False,22,2
Ginger Zee,0.006525509618687017,5,True,False,22,2
Wanya Morris,-0.015863143524792095,-1,False,True,22,2
Marla Maples,0.010460925569445834,3,True,False,22,2
Mischa Barton,0.045346151786999946,0,True,False,22,3
Kim Fields,-0.005430244909215273,-1,False,True,22,3
Jodie Sweetin,-0.006026938034566068,0,False,True,22,3
Doug Flutie,-0.007632560356364573,-1,False,True,22,3
Von Miller,-0.009207261143714965,-4,False,True,22,3
Antonio Brown,-0.009207261143714965,-4,False,True,22,3
Paige VanZant,-0.006266038154116124,-2,False,True,22,3
Nyle DiMarco,0.016957687803738422,7,True,False,22,3
Ginger Zee,0.0016762514710371296,3,True,False,22,3
Wanya Morris,-0.022670539183370864,-1,False,True,22,3
Marla Maples,0.0024607518632873276,3,True,False,22,3
Kim Fields,-0.004605472835651783,0,False,True,22,4
Jodie Sweetin,-0.025422056598175632,-6,False,True,22,4
Doug Flutie,-0.023024539411956216,-2,False,True,22,4
Von Miller,-0.009621675343753036,-3,False,True,22,4
Antonio Brown,-0.00021728662901948637,2,False,True,22,4
Paige VanZant,0.0025357094183249412,1,True,False,22,4
Nyle DiMarco,0.012053524835539842,4,True,False,22,4
Ginger Zee,0.010744913522926988,5,True,False,22,4
Wanya Morris,-0.02262119783097509,-3,False,True,22,4
Marla Maples,0.0601780808727395,2,True,False,22,4
Kim Fields,-0.006022094802684189,0,False,True,22,6
Jodie Sweetin,-0.007094111745453838,0,False,True,22,6
Doug Flutie,0.061114194377767724,0,True,False,22,6
Von Miller,-0.011364798008306115,-2,False,True,22,6
Antonio Brown,-0.009858146002993326,0,False,True,22,6
Paige VanZant,-0.005900059927701165,0,False,True,22,6
Nyle DiMarco,0.00944889818035212,3,True,False,22,6
Ginger Zee,-0.003027793006103119,-1,False,True,22,6
Wanya Morris,-0.027296089064878126,0,False,True,22,6
Kim Fields,0.08158551512986015,3,True,False,22,7
Jodie Sweetin,-0.020394463361329676,-5,False,True,22,7
Von Miller,-0.017897814715138807,-2,False,True,22,7
Antonio Brown,-0.017897814715138807,-2,False,True,22,7
Paige VanZant,-0.011372469065946328,0,False,True,22,7
Nyle DiMarco,0.010981585537466296,6,True,False,22,7
Ginger Zee,-0.0009635659432754018,3,False,True,22,7
Wanya Morris,-0.02404097286649748,-3,False,True,22,7
Jodie Sweetin,0.11960966973735901,5,True,False,22,8
Antonio Brown,-0.03303236350880337,-2,False,True,22,8
Paige VanZant,-0.027784604013249864,-2,False,True,22,8
Nyle DiMarco,0.005819066824668151,2,True,False,22,8
Ginger Zee,-0.0015536787279803732,2,False,True,22,8
Wanya Morris,-0.06305809031199353,-5,False,True,22,8
Antonio Brown,0.12180410971196463,0,True,False,22,9
Paige VanZant,-0.028011857184044947,0,False,True,22,9
Nyle DiMarco,-0.0015521882705345214,1,False,True,22,9
Ginger Zee,-0.021082513641827255,-1,False,True,22,9
Wanya Morris,-0.07115755061555784,0,False,True,22,9
Jake T. Austin,0.040415104298461235,3,True,False,23,2
Maureen McCormick,0.0011413000024681902,3,True,False,23,2
Marilu Henner,-0.001756693776074153,1,False,True,23,2
Ryan Lochte,-0.016372624095402966,-6,False,True,23,2
Calvin Johnson Jr.,-0.014231492343018903,-4,False,True,23,2
Laurie Hernandez,0.007773149341120125,5,True,False,23,2
Amber Rose,-0.0065183191682504915,-3,False,True,23,2
Rick Perry,0.008505873002936502,-1,True,False,23,2
James Hinchcliffe,0.007965426425895025,6,True,False,23,2
Babyface,0.002661131444202075,4,True,False,23,2
Vanilla Ice,-0.023789312462838053,-8,False,True,23,2
Jana Kramer,-0.00882038196700917,-2,False,True,23,2
Terra Jole,0.0030268392975105612,2,True,False,23,2
Maureen McCormick,0.007617999032337883,6,True,False,23,3
Marilu Henner,-0.007053109770327401,-2,False,True,23,3
Ryan Lochte,-0.02352218334407924,-6,False,True,23,3
Calvin Johnson Jr.,-0.0028120223025979996,0,False,True,23,3
Laurie Hernandez,0.01376466641264601,6,True,False,23,3
Amber Rose,-0.011815876320295016,-2,False,True,23,3
Rick Perry,0.053276120273364466,1,True,False,23,3
James Hinchcliffe,0.008860521008620295,6,True,False,23,3
Babyface,-0.004137471713252253,-1,False,True,23,3
Vanilla Ice,-0.02510302675412375,-9,False,True,23,3
Jana Kramer,-0.009543553726132234,-1,False,True,23,3
Terra Jole,0.00046793720383925264,2,True,False,23,3
Maureen McCormick,0.00936647343597602,6,True,False,23,4
Marilu Henner,-0.007754182813429225,-1,False,True,23,4
Ryan Lochte,-0.021335975636834426,-6,False,True,23,4
Calvin Johnson Jr.,-0.018375658534973666,-4,False,True,23,4
Laurie Hernandez,0.02052877208737819,5,True,False,23,4
Amber Rose,-0.0013630330017278536,2,False,True,23,4
James Hinchcliffe,0.01431153770569657,6,True,False,23,4
Babyface,0.043648602051230195,0,True,False,23,4
Vanilla Ice,-0.022777461176055253,-6,False,True,23,4
Jana Kramer,-0.015456856783692616,-4,False,True,23,4
Terra Jole,-0.0007922173335679489,2,False,True,23,4
Maureen McCormick,-0.0005396966093212663,2,False,True,23,6
Marilu Henner,-0.009791438670673822,-1,False,True,23,6
Ryan Lochte,-0.03232359653599598,-5,False,True,23,6
Calvin Johnson Jr.,-0.010450477294945013,-2,False,True,23,6
Laurie Hernandez,0.004500728685537386,2,True,False,23,6
Amber Rose,0.05716716483407904,0,True,False,23,6
James Hinchcliffe,0.00956791792552783,5,True,False,23,6
Jana Kramer,0.0029967897233060536,2,True,False,23,6
Terra Jole,-0.021127392057514197,-3,False,True,23,6
Maureen McCormick,0.08548779700887128,2,True,False,23,7
Marilu Henner,-0.01951731774413981,-4,False,True,23,7
Ryan Lochte,-0.026423458946756698,-5,False,True,23,7
Calvin Johnson Jr.,-0.01311010328826398,0,False,True,23,7
Laurie Hernandez,-0.005457505088099196,3,False,True,23,7
James Hinchcliffe,0.005617806075690707,5,True,False,23,7
Jana Kramer,-0.018144411431552376,-1,False,True,23,7
Terra Jole,-0.008452806585749956,0,False,True,23,7
Marilu Henner,-0.033299854990367334,-2,False,True,23,8
Ryan Lochte,0.08159335298865733,2,True,False,23,8
Calvin Johnson Jr.,-0.02731045545826022,-2,False,True,23,8
Laurie Hernandez,0.0076500365342212495,1,True,False,23,8
James Hinchcliffe,0.019995900644649428,3,True,False,23,8
Jana Kramer,-0.022471254490420034,-2,False,True,23,8
Terra Jole,-0.02615772522848038,0,False,True,23,8
Marilu Henner,0.10241479151738901,1,True,False,23,9
Calvin Johnson Jr.,-0.04046206632364194,-3,False,True,23,9
Laurie Hernandez,-0.004159500366792829,3,False,True,23,9
James Hinchcliffe,-0.019019044912761934,-1,False,True,23,9
Jana Kramer,-0.02167000561994442,0,False,True,23,9
Terra Jole,-0.017104174294247876,0,False,True,23,9
Calvin Johnson Jr.,-0.05693049455355109,-4,False,True,23,10
Laurie Hernandez,-0.015131208976222776,2,False,True,23,10
James Hinchcliffe,-0.015177177249398904,1,False,True,23,10
Jana Kramer,-0.04330595394741757,-2,False,True,23,10
Terra Jole,0.13054483472659034,3,True,False,23,10
Calvin Johnson Jr.,-0.07581720287969274,-2,False,True,23,11
