season,week,celebrity_name,popularity_level,judge_score,judge_percentage,prior_votes,prior_percentage,estimated_votes,vote_percentage,combined_score,min_votes,max_votes,prior_consistency,confidence,confidence_level,is_eliminated,consistency_check
18,5,Danica McKellar,Low,39.0,12.11,820416,8.2,914410,9.14,21.26,178053,10000000,88.5,39.8,Medium,False,True
18,5,James Maslow,Low,40.0,12.42,850973,8.51,948468,9.48,21.91,146997,10000000,88.5,40.3,Medium,False,True
18,5,Candace Cameron Bure,High,35.0,10.87,1438441,14.38,1603242,16.03,26.9,302277,10000000,88.5,44.2,Medium,False,True
18,5,Charlie White,Low,37.0,11.49,799259,7.99,890829,8.91,20.4,240165,10000000,88.5,39.2,Medium,False,True
18,5,Amy Purdy,High,37.0,11.49,1513161,15.13,1686522,16.87,28.36,240165,10000000,88.5,45.2,Medium,False,True
18,5,Meryl Davis,High,36.0,11.18,1536330,15.36,1712346,17.12,28.3,271221,10000000,88.5,45.2,Medium,False,True
18,5,Drew Carey,Low,28.0,8.7,761095,7.61,848292,8.48,17.18,519668,10000000,88.5,37.0,Medium,False,True
18,5,Cody Simpson,High,34.0,10.56,1468457,14.68,491009,4.91,15.47,0,146997,33.4,66.8,High,True,True
18,5,NeNe Leakes,Low,36.0,11.18,811864,8.12,904878,9.05,20.23,271221,10000000,88.5,39.1,Medium,False,True
18,6,Danica McKellar,Low,36.0,12.77,958563,9.59,1022874,10.23,22.99,233156,10000000,93.3,45.1,Medium,False,True
18,6,James Maslow,Low,35.0,12.41,964804,9.65,1029533,10.3,22.71,268617,10000000,93.3,45.0,Medium,False,True
18,6,Candace Cameron Bure,High,32.0,11.35,1687519,16.88,1800736,18.01,29.35,375000,10000000,93.3,50.0,Medium,False,True
18,6,Charlie White,Low,36.0,12.77,940477,9.4,1003575,10.04,22.8,233156,10000000,93.3,45.0,Medium,False,True
18,6,Amy Purdy,High,38.0,13.48,1796636,17.97,1917174,19.17,32.65,162234,10000000,93.3,52.3,Medium,False,True
18,6,Meryl Davis,High,40.0,14.18,1819573,18.2,1941649,19.42,33.6,91312,10000000,93.3,53.0,Medium,False,True
18,6,Drew Carey,Low,32.0,11.35,898179,8.98,287531,2.88,14.22,0,375000,32.0,66.8,High,True,True
18,6,NeNe Leakes,Low,33.0,11.7,934245,9.34,996924,9.97,21.67,339539,10000000,93.3,44.2,Medium,False,True
18,7,Danica McKellar,Low,36.0,14.23,1039269,10.39,1118618,11.19,25.42,309994,10000000,92.4,46.8,Medium,False,True
18,7,James Maslow,Low,35.0,13.83,1037239,10.37,1116433,11.16,25.0,349520,10000000,92.4,46.5,Medium,False,True
18,7,Candace Cameron Bure,High,37.0,14.62,1914923,19.15,2061130,20.61,35.24,270468,10000000,92.4,54.1,Medium,False,True
18,7,Charlie White,Low,35.5,14.03,1024999,10.25,1103259,11.03,25.06,329757,10000000,92.4,46.5,Medium,False,True
18,7,Amy Purdy,High,37.5,14.82,1966657,19.67,2116813,21.17,35.99,250705,10000000,92.4,54.7,Medium,False,True
18,7,Meryl Davis,High,39.0,15.42,2003551,20.04,2156524,21.57,36.98,191417,10000000,92.4,55.4,High,False,True
18,7,NeNe Leakes,Low,33.0,13.04,1013359,10.13,327219,3.27,16.32,0,507622,32.3,68.0,High,True,True
18,8,Danica McKellar,Low,38.0,16.81,1168155,11.68,381654,3.82,20.63,0,411504,32.7,70.5,High,True,True
18,8,James Maslow,Low,36.0,15.93,1155948,11.56,1258889,12.59,28.52,588495,10000000,91.1,47.3,Medium,False,True
18,8,Candace Cameron Bure,High,36.0,15.93,2134966,21.35,2325090,23.25,39.18,588495,10000000,91.1,55.3,High,False,True
18,8,Charlie White,Low,40.0,17.7,1175240,11.75,1279898,12.8,30.5,411504,10000000,91.1,48.6,Medium,False,True
18,8,Amy Purdy,High,40.0,17.7,2213029,22.13,2410106,24.1,41.8,411504,10000000,91.1,57.1,High,False,True
18,8,Meryl Davis,High,36.0,15.93,2152659,21.53,2344359,23.44,39.37,588495,10000000,91.1,55.4,High,False,True
18,9,James Maslow,Low,38.0,19.9,1323719,13.24,1458183,14.58,34.48,600000,10000000,89.8,50.3,Medium,False,True
18,9,Candace Cameron Bure,High,36.0,18.85,2396340,23.96,2639762,26.4,45.25,704712,10000000,89.8,58.4,High,False,True
18,9,Charlie White,Low,38.0,19.9,1317339,13.17,435346,4.35,24.25,0,495287,33.0,72.0,High,True,True
18,9,Amy Purdy,High,39.0,20.42,2483642,24.84,2735933,27.36,47.78,547643,10000000,89.8,60.1,High,False,True
18,9,Meryl Davis,High,40.0,20.94,2478958,24.79,2730773,27.31,48.25,495287,10000000,89.8,60.0,High,False,True
18,10,James Maslow,Low,29.0,25.29,1535990,15.36,516310,5.16,30.45,0,488354,33.6,74.1,High,True,True
18,10,Candace Cameron Bure,High,25.9998,22.67,2727798,27.28,3056422,30.56,53.24,1011645,10000000,88.0,61.0,High,False,True
18,10,Amy Purdy,High,29.666600000000003,25.87,2860081,28.6,3204642,32.05,57.92,691866,10000000,88.0,61.2,High,False,True
18,10,Meryl Davis,High,30.0,26.16,2876129,28.76,3222623,32.23,58.39,662790,10000000,88.0,61.2,High,False,True
19,1,Antonio Sabato Jr.,Low,25.0,6.72,542536,5.43,582261,5.82,12.54,150124,10000000,92.7,36.5,Medium,False,True
19,1,Jonathan Bennett,Low,30.0,8.06,572096,5.72,613985,6.14,14.2,15715,10000000,92.7,37.7,Medium,False,True
19,1,Lea Thompson,Low,32.0,8.6,583920,5.84,626675,6.27,14.87,0,10000000,92.7,38.2,Medium,False,True
19,1,Janel Parrish,High,29.0,7.8,1051486,10.51,1128475,11.28,19.08,42597,10000000,92.7,41.4,Medium,False,True
19,1,Alfonso Ribeiro,High,36.0,9.68,1128341,11.28,1210958,12.11,21.79,0,10000000,92.7,43.4,Medium,False,True
19,1,Lolo Jones,High,22.0,5.91,974630,9.75,313797,3.14,9.05,0,177005,32.2,63.0,High,True,True
19,1,Randy Couture,High,31.0,8.33,1073444,10.73,1152041,11.52,19.85,0,10000000,92.7,41.9,Medium,False,True
19,1,Tommy Chong,Low,27.0,7.26,554360,5.54,594950,5.95,13.21,96360,10000000,92.7,37.0,Medium,False,True
19,1,Betsey Johnson,Medium,20.0,5.38,732824,7.33,786481,7.86,13.24,284532,10000000,92.7,37.2,Medium,False,True
19,1,Michael Waltrip,Low,25.0,6.72,542536,5.43,582261,5.82,12.54,150124,10000000,92.7,36.5,Medium,False,True
19,1,Tavis Smiley,Medium,29.0,7.8,808835,8.09,868057,8.68,16.48,42597,10000000,92.7,39.4,Medium,False,True
19,1,Bethany Mota,Low,32.0,8.6,583920,5.84,626675,6.27,14.87,0,10000000,92.7,38.2,Medium,False,True
19,1,Sadie Robertson,Medium,34.0,9.14,851063,8.51,913378,9.13,18.27,0,10000000,92.7,40.7,Medium,False,True
19,2,Antonio Sabato Jr.,Low,31.0,8.56,635259,6.35,676993,6.77,15.33,167127,10000000,93.4,37.7,Medium,False,True
19,2,Jonathan Bennett,Low,30.0,8.29,628993,6.29,670316,6.7,14.99,194751,10000000,93.4,37.5,Medium,False,True
19,2,Lea Thompson,Low,35.0,9.67,660321,6.6,703702,7.04,16.71,56629,10000000,93.4,38.7,Medium,False,True
19,2,Janel Parrish,High,34.0,9.39,1214675,12.15,1294474,12.94,22.34,84254,10000000,93.4,42.9,Medium,False,True
19,2,Alfonso Ribeiro,High,32.0,8.84,1191403,11.91,1269673,12.7,21.54,139502,10000000,93.4,42.4,Medium,False,True
19,2,Randy Couture,High,28.0,7.73,1144858,11.45,1220071,12.2,19.94,250000,10000000,93.4,41.3,Medium,False,True
19,2,Tommy Chong,Low,28.0,7.73,616462,6.16,656961,6.57,14.3,250000,10000000,93.4,37.0,Medium,False,True
19,2,Betsey Johnson,Medium,28.0,7.73,880660,8.81,938516,9.39,17.12,250000,10000000,93.4,39.1,Medium,False,True
19,2,Michael Waltrip,Low,24.0,6.63,591400,5.91,630252,6.3,12.93,360497,10000000,93.4,36.1,Medium,False,True
19,2,Tavis Smiley,Medium,28.0,7.73,880660,8.81,281555,2.82,10.55,0,139502,32.0,63.1,High,True,True
19,2,Bethany Mota,Low,33.0,9.12,647790,6.48,690347,6.9,16.02,111878,10000000,93.4,38.2,Medium,False,True
19,2,Sadie Robertson,Medium,31.0,8.56,907513,9.08,967133,9.67,18.23,167127,10000000,93.4,39.9,Medium,False,True
19,3,Antonio Sabato Jr.,Low,29.0,8.22,706498,7.06,769286,7.69,15.91,187741,10000000,91.1,37.0,Medium,False,True
19,3,Jonathan Bennett,Low,32.0,9.07,685756,6.86,746701,7.47,16.53,102755,10000000,91.1,37.4,Medium,False,True
19,3,Lea Thompson,Low,31.0,8.78,699720,7.0,761906,7.62,16.4,131084,10000000,91.1,37.4,Medium,False,True
19,3,Janel Parrish,High,40.0,11.33,1437317,14.37,1565056,15.65,26.98,0,10000000,91.1,45.2,Medium,False,True
19,3,Alfonso Ribeiro,High,32.0,9.07,1222605,12.23,1331262,13.31,22.38,102755,10000000,91.1,41.8,Medium,False,True
19,3,Randy Couture,High,26.0,7.37,1165991,11.66,380884,3.81,11.17,0,329384,32.7,62.3,High,True,True
19,3,Tommy Chong,Low,34.0,9.63,705574,7.06,768281,7.68,17.31,46098,10000000,91.1,38.0,Medium,False,True
19,3,Betsey Johnson,Medium,29.0,8.22,1028326,10.28,1119716,11.2,19.41,187741,10000000,91.1,39.7,Medium,False,True
19,3,Michael Waltrip,Low,28.0,7.93,653490,6.53,711568,7.12,15.05,216070,10000000,91.1,36.4,Medium,False,True
19,3,Bethany Mota,Low,40.0,11.33,744456,7.44,810619,8.11,19.44,0,10000000,91.1,39.5,Medium,False,True
19,3,Sadie Robertson,Medium,32.0,9.07,950262,9.5,1034715,10.35,19.41,102755,10000000,91.1,39.6,Medium,False,True
19,4,Antonio Sabato Jr.,Low,29.0,9.06,768957,7.69,835271,8.35,17.42,300000,10000000,91.4,38.3,Medium,False,True
19,4,Jonathan Bennett,Low,24.0,7.5,722364,7.22,784660,7.85,15.35,456250,10000000,91.4,36.9,Medium,False,True
19,4,Lea Thompson,Low,39.0,12.19,815759,8.16,886109,8.86,21.05,0,10000000,91.4,40.8,Medium,False,True
19,4,Janel Parrish,High,36.0,11.25,1593788,15.94,1731234,17.31,28.56,81249,10000000,91.4,46.5,Medium,False,True
19,4,Alfonso Ribeiro,High,40.0,12.5,1497538,14.98,1626684,16.27,28.77,0,10000000,91.4,46.6,Medium,False,True
19,4,Tommy Chong,Low,28.0,8.75,776375,7.76,843329,8.43,17.18,331250,10000000,91.4,38.2,Medium,False,True
19,4,Betsey Johnson,Medium,29.0,9.06,1134176,11.34,369596,3.7,12.76,0,143750,32.6,64.7,High,True,True
19,4,Michael Waltrip,Low,25.0,7.81,734486,7.34,797828,7.98,15.79,425000,10000000,91.4,37.2,Medium,False,True
19,4,Bethany Mota,Low,33.0,10.31,819371,8.19,890033,8.9,19.21,175000,10000000,91.4,39.6,Medium,False,True
19,4,Sadie Robertson,Medium,37.0,11.56,1137181,11.37,1235251,12.35,23.92,49999,10000000,91.4,43.0,Medium,False,True
19,6,Antonio Sabato Jr.,Low,28.0,9.56,866148,8.66,922143,9.22,18.78,469852,10000000,93.5,41.0,Medium,False,True
19,6,Jonathan Bennett,Low,32.0,10.92,867476,8.67,277067,2.77,13.69,0,196814,31.9,66.0,High,True,True
19,6,Lea Thompson,Low,32.0,10.92,895918,8.96,953838,9.54,20.46,333333,10000000,93.5,42.2,Medium,False,True
19,6,Janel Parrish,High,33.0,11.26,1692587,16.93,1802011,18.02,29.28,299203,10000000,93.5,48.8,Medium,False,True
19,6,Alfonso Ribeiro,High,39.0,13.31,1743604,17.44,1856327,18.56,31.87,94425,10000000,93.5,50.6,Medium,False,True
19,6,Tommy Chong,Low,28.0,9.56,842183,8.42,896630,8.97,18.52,469852,10000000,93.5,40.8,Medium,False,True
19,6,Michael Waltrip,Low,30.0,10.24,854895,8.55,910164,9.1,19.34,401592,10000000,93.5,41.4,Medium,False,True
19,6,Bethany Mota,Low,36.0,12.29,921737,9.22,981327,9.81,22.1,196814,10000000,93.5,43.3,Medium,False,True
19,6,Sadie Robertson,Medium,35.0,11.95,1315447,13.15,1400490,14.0,25.95,230944,10000000,93.5,46.2,Medium,False,True
19,7,Antonio Sabato Jr.,Low,29.5,11.41,959440,9.59,308554,3.09,14.5,0,316972,32.2,67.2,High,True,True
19,7,Lea Thompson,Low,35.0,13.54,999748,10.0,1071726,10.72,24.26,162234,10000000,92.8,45.7,Medium,False,True
19,7,Janel Parrish,High,33.5,12.96,1855868,18.56,1989483,19.89,32.85,220261,10000000,92.8,52.2,Medium,False,True
19,7,Alfonso Ribeiro,High,34.0,13.15,1858256,18.58,1992044,19.92,33.07,200918,10000000,92.8,52.3,Medium,False,True
19,7,Tommy Chong,Low,30.0,11.61,957650,9.58,1026597,10.27,21.87,355657,10000000,92.8,44.0,Medium,False,True
19,7,Michael Waltrip,Low,28.0,10.83,951962,9.52,1020500,10.21,21.04,433027,10000000,92.8,43.5,Medium,False,True
19,7,Bethany Mota,Low,37.5,14.51,1036020,10.36,1110610,11.11,25.61,65522,10000000,92.8,46.6,Medium,False,True
19,7,Sadie Robertson,Medium,31.0,11.99,1381052,13.81,1480482,14.8,26.8,316972,10000000,92.8,47.7,Medium,False,True
19,8,Lea Thompson,Low,32.0,12.9,1054141,10.54,1132615,11.33,24.23,146313,10000000,92.6,48.1,Medium,False,True
19,8,Janel Parrish,High,43.0,17.34,2154610,21.55,2315006,23.15,40.49,0,10000000,92.6,57.3,High,False,True
19,8,Alfonso Ribeiro,High,41.0,16.53,2081442,20.81,2236391,22.36,38.9,0,10000000,92.6,57.3,High,False,True
19,8,Tommy Chong,Low,29.0,11.69,1026562,10.27,1102983,11.03,22.72,267281,10000000,92.6,47.1,Medium,False,True
19,8,Michael Waltrip,Low,25.0,10.08,989790,9.9,319041,3.19,13.27,0,589861,32.2,67.5,High,True,True
19,8,Bethany Mota,Low,40.0,16.13,1135673,11.36,1220216,12.2,28.33,0,10000000,92.6,51.1,Medium,False,True
19,8,Sadie Robertson,Medium,38.0,15.32,1557779,15.58,1673745,16.74,32.06,0,10000000,92.6,53.9,Medium,False,True
19,9,Lea Thompson,Low,35.0,16.36,1195709,11.96,391479,3.91,20.27,0,196261,32.7,71.8,High,True,True
19,9,Janel Parrish,High,38.5,17.99,2366366,23.66,2582522,25.83,43.82,336448,10000000,90.9,58.6,High,False,True
19,9,Alfonso Ribeiro,High,38.5,17.99,2314923,23.15,2526380,25.26,43.25,336448,10000000,90.9,58.4,High,False,True
19,9,Tommy Chong,Low,28.5,13.32,1135617,11.36,1239350,12.39,25.71,803738,10000000,90.9,45.5,Medium,False,True
19,9,Bethany Mota,Low,37.0,17.29,1240256,12.4,1353547,13.54,30.83,406542,10000000,90.9,49.1,Medium,False,True
19,9,Sadie Robertson,Medium,36.5,17.06,1747127,17.47,1906718,19.07,36.12,429906,10000000,90.9,53.1,Medium,False,True
19,10,Janel Parrish,High,39.0,21.37,2672315,26.72,2945010,29.45,50.82,161643,10000000,89.8,59.8,High,False,True
19,10,Alfonso Ribeiro,High,37.5,20.55,2599814,26.0,2865110,28.65,49.2,243835,10000000,89.8,59.8,High,False,True
19,10,Tommy Chong,Low,31.0,16.99,1322791,13.23,437332,4.37,21.36,0,928767,33.1,69.5,High,True,True
19,10,Bethany Mota,Low,38.0,20.82,1413372,14.13,1557598,15.58,36.4,216438,10000000,89.8,53.6,Medium,False,True
19,10,Sadie Robertson,Medium,37.0,20.27,1991705,19.92,2194947,21.95,42.22,271232,10000000,89.8,58.0,High,False,True
19,11,Janel Parrish,High,38.99980000000001,24.95,3047257,30.47,3435783,34.36,59.3,686046,10000000,87.2,61.0,High,False,True
19,11,Alfonso Ribeiro,High,40.0,25.59,3019490,30.19,3404475,34.04,59.63,622067,10000000,87.2,60.9,High,False,True
19,11,Bethany Mota,Low,38.0,24.31,1615460,16.15,546429,5.46,29.77,0,813953,33.8,72.3,High,True,True
19,11,Sadie Robertson,Medium,39.333200000000005,25.16,2317791,23.18,2613310,26.13,51.29,664720,10000000,87.2,59.6,High,False,True
20,2,Suzanne Somers,High,28.0,8.07,1044986,10.45,1130261,11.3,19.37,336455,10000000,91.8,39.3,Medium,False,True
20,2,Willow Shields,Low,32.0,9.22,586259,5.86,634101,6.34,15.56,221181,10000000,91.8,36.4,Medium,False,True
20,2,Riker Lynch,High,32.0,9.22,1088768,10.89,1177616,11.78,21.0,221181,10000000,91.8,40.5,Medium,False,True
20,2,Rumer Willis,High,32.0,9.22,1088768,10.89,1177616,11.78,21.0,221181,10000000,91.8,40.5,Medium,False,True
20,2,Nastia Liukin,Low,34.0,9.8,598047,5.98,646850,6.47,16.27,163544,10000000,91.8,36.9,Medium,False,True
20,2,Michael Sam,High,28.0,8.07,1044986,10.45,1130261,11.3,19.37,336455,10000000,91.8,39.3,Medium,False,True
20,2,Robert Herjavec,Medium,28.0,8.07,803835,8.04,869432,8.69,16.76,336455,10000000,91.8,37.4,Medium,False,True
20,2,Charlotte McKinney,Medium,26.0,7.49,786996,7.87,851218,8.51,16.0,394092,10000000,91.8,36.8,Medium,False,True
20,2,Noah Galloway,Medium,27.0,7.78,795416,7.95,860325,8.6,16.38,365273,10000000,91.8,37.1,Medium,False,True
20,2,Redfoo,High,31.0,8.93,1077822,10.78,307617,3.08,12.01,0,0,28.5,62.7,High,True,True
20,2,Patti LaBelle,Low,28.0,8.07,562684,5.63,608602,6.09,14.16,336455,10000000,91.8,35.4,Medium,False,True
20,2,Chris Soules,Low,21.0,6.05,521428,5.21,606095,6.06,12.11,538184,10000000,83.8,31.6,Low,False,True
20,3,Suzanne Somers,High,25.0,7.99,1153148,11.53,1227586,12.28,20.26,176880,10000000,93.5,42.0,Medium,False,True
20,3,Willow Shields,Low,32.0,10.22,694444,6.94,739272,7.39,17.62,0,10000000,93.5,39.9,Medium,False,True
20,3,Riker Lynch,High,34.0,10.86,1242108,12.42,1322288,13.22,24.09,0,10000000,93.5,44.8,Medium,False,True
20,3,Rumer Willis,High,33.0,10.54,1217560,12.18,1296156,12.96,23.5,0,10000000,93.5,44.3,Medium,False,True
20,3,Nastia Liukin,Low,34.0,10.86,688693,6.89,733150,7.33,18.19,0,10000000,93.5,40.4,Medium,False,True
20,3,Michael Sam,High,24.0,7.67,1129458,11.29,1202366,12.02,19.69,208829,10000000,93.5,41.6,Medium,False,True
20,3,Robert Herjavec,Medium,29.0,9.27,898893,8.99,956918,9.57,18.83,49085,10000000,93.5,40.9,Medium,False,True
20,3,Charlotte McKinney,Medium,22.0,7.03,866249,8.66,276650,2.77,9.8,0,272727,31.9,62.3,High,True,True
20,3,Noah Galloway,Medium,30.0,9.58,917399,9.17,976619,9.77,19.35,17136,10000000,93.5,41.2,Medium,False,True
20,3,Patti LaBelle,Low,22.0,7.03,600544,6.01,639310,6.39,13.42,272727,10000000,93.5,37.0,Medium,False,True
20,3,Chris Soules,Low,28.0,8.95,591497,5.91,629680,6.3,15.24,81033,10000000,93.5,38.2,Medium,False,True
20,4,Suzanne Somers,High,28.0,8.62,1235274,12.35,1352924,13.53,22.14,361538,10000000,90.5,41.2,Medium,False,True
20,4,Willow Shields,Low,39.0,12.0,769941,7.7,843271,8.43,20.43,23076,10000000,90.5,39.7,Medium,False,True
20,4,Riker Lynch,High,34.0,10.46,1332787,13.33,1459724,14.6,25.06,176923,10000000,90.5,43.3,Medium,False,True
20,4,Rumer Willis,High,35.0,10.77,1327341,13.27,1453759,14.54,25.31,146153,10000000,90.5,43.4,Medium,False,True
20,4,Nastia Liukin,Low,36.0,11.08,735498,7.35,805549,8.06,19.13,115384,10000000,90.5,38.8,Medium,False,True
20,4,Michael Sam,High,30.0,9.23,1242280,12.42,408179,4.08,13.31,0,207692,32.9,64.4,High,True,True
20,4,Robert Herjavec,Medium,34.0,10.46,1011819,10.12,1108187,11.08,21.54,176923,10000000,90.5,40.6,Medium,False,True
20,4,Noah Galloway,Medium,32.0,9.85,1013131,10.13,1109623,11.1,20.94,238461,10000000,90.5,40.2,Medium,False,True
20,4,Patti LaBelle,Low,30.0,9.23,664400,6.64,727679,7.28,16.51,300000,10000000,90.5,37.0,Medium,False,True
20,4,Chris Soules,Low,27.0,8.31,667524,6.68,731101,7.31,15.62,392307,10000000,90.5,36.4,Medium,False,True
20,5,Suzanne Somers,High,28.0,9.89,1427467,14.27,475781,4.76,14.65,0,191990,33.3,66.5,High,True,True
20,5,Willow Shields,Low,34.0,12.01,858246,8.58,953525,9.54,21.55,121319,10000000,88.9,40.7,Medium,False,True
20,5,Riker Lynch,High,38.0,13.43,1568284,15.68,1742388,17.42,30.85,0,10000000,88.9,47.6,Medium,False,True
20,5,Rumer Willis,High,39.0,13.78,1582365,15.82,1758033,17.58,31.36,0,10000000,88.9,48.0,Medium,False,True
20,5,Nastia Liukin,Low,38.0,13.43,856940,8.57,952074,9.52,22.95,0,10000000,88.9,41.7,Medium,False,True
20,5,Robert Herjavec,Medium,24.0,8.48,1070310,10.7,1189131,11.89,20.37,474676,10000000,88.9,40.1,Medium,False,True
20,5,Noah Galloway,Medium,28.0,9.89,1114278,11.14,1237981,12.38,22.27,333333,10000000,88.9,41.4,Medium,False,True
20,5,Patti LaBelle,Low,27.0,9.54,768551,7.69,853873,8.54,18.08,368669,10000000,88.9,38.3,Medium,False,True
20,5,Chris Soules,Low,27.0,9.54,753555,7.54,837212,8.37,17.91,368669,10000000,88.9,38.2,Medium,False,True
20,6,Willow Shields,Low,36.5,12.9,972538,9.73,1039977,10.4,23.3,286660,10000000,93.1,44.8,Medium,False,True
20,6,Riker Lynch,High,38.0,13.43,1814779,18.15,1940622,19.41,32.83,233657,10000000,93.1,51.9,Medium,False,True
20,6,Rumer Willis,High,35.5,12.54,1777141,17.77,1900374,19.0,31.55,321996,10000000,93.1,51.0,Medium,False,True
20,6,Nastia Liukin,Low,36.5,12.9,968783,9.69,1035962,10.36,23.26,286660,10000000,93.1,44.7,Medium,False,True
20,6,Robert Herjavec,Medium,33.5,11.84,1286350,12.86,1375550,13.76,25.59,392667,10000000,93.1,46.6,Medium,False,True
20,6,Noah Galloway,Medium,34.0,12.01,1323402,13.23,1415171,14.15,26.17,375000,10000000,93.1,47.0,Medium,False,True
20,6,Patti LaBelle,Low,34.0,12.01,926381,9.26,297186,2.97,14.99,0,357332,32.1,67.0,High,True,True
20,6,Chris Soules,Low,35.0,12.37,930622,9.31,995155,9.95,22.32,339664,10000000,93.1,44.1,Medium,False,True
20,7,Willow Shields,Low,39.0,15.35,1084589,10.85,352109,3.52,18.88,0,113610,32.5,70.3,High,True,True
20,7,Riker Lynch,High,37.0,14.57,1953034,19.53,2113493,21.13,35.7,507311,10000000,91.8,52.5,Medium,False,True
20,7,Rumer Willis,High,37.0,14.57,1930768,19.31,2089398,20.89,35.46,507311,10000000,91.8,52.4,Medium,False,True
20,7,Nastia Liukin,Low,41.0,16.14,1084439,10.84,1173535,11.74,27.88,349831,10000000,91.8,46.5,Medium,False,True
20,7,Robert Herjavec,Medium,31.0,12.2,1421267,14.21,1538037,15.38,27.59,743532,10000000,91.8,46.6,Medium,False,True
20,7,Noah Galloway,Medium,38.0,14.96,1519615,15.2,1644465,16.44,31.41,467941,10000000,91.8,49.3,Medium,False,True
20,7,Chris Soules,Low,31.0,12.2,1006285,10.06,1088960,10.89,23.09,743532,10000000,91.8,43.3,Medium,False,True
20,8,Riker Lynch,High,39.0,18.44,2222656,22.23,2499734,25.0,43.44,121749,10000000,87.5,57.5,High,False,True
20,8,Rumer Willis,High,40.0,18.91,2234692,22.35,2513271,25.13,44.05,74468,10000000,87.5,57.4,High,False,True
20,8,Nastia Liukin,Low,38.0,17.97,1203614,12.04,1353658,13.54,31.5,169030,10000000,87.5,48.6,Medium,False,True
20,8,Robert Herjavec,Medium,31.0,14.66,1583471,15.83,534260,5.34,20.0,0,523640,33.7,70.3,High,True,True
20,8,Noah Galloway,Medium,31.5,14.89,1631012,16.31,1834335,18.34,33.24,476359,10000000,87.5,50.1,Medium,False,True
20,8,Chris Soules,Low,32.0,15.13,1124552,11.25,1264740,12.65,27.78,452718,10000000,87.5,46.0,Medium,False,True
20,9,Riker Lynch,High,40.0,25.48,3045290,30.45,3440166,34.4,59.88,750000,10000000,87.0,61.0,High,False,True
20,9,Rumer Willis,High,39.0,24.84,3022147,30.22,3414022,34.14,58.98,813694,10000000,87.0,61.0,High,False,True
20,9,Nastia Liukin,Low,40.0,25.48,1639771,16.4,555719,5.56,31.03,0,622611,33.9,73.4,High,True,True
20,9,Noah Galloway,Medium,38.0,24.2,2292790,22.93,2590091,25.9,50.1,877388,10000000,87.0,57.9,High,False,True
21,2,Gary Busey,High,16.5,6.1,988406,9.88,1064308,10.64,16.74,304706,10000000,92.3,38.9,Medium,False,True
21,2,Alexa PenaVega,Low,23.0,8.5,585398,5.85,630352,6.3,14.81,64410,10000000,92.3,37.3,Medium,False,True
21,2,Carlos PenaVega,Low,22.5,8.32,581308,5.81,625947,6.26,14.58,82894,10000000,92.3,37.1,Medium,False,True
21,2,Victor Espinoza,High,18.5,6.84,1018795,10.19,329109,3.29,10.13,0,101379,32.3,63.5,High,True,True
21,2,Alek Skarlatos,Medium,22.5,8.32,830440,8.3,894211,8.94,17.26,82894,10000000,92.3,39.1,Medium,False,True
21,2,Chaka Khan,High,15.0,5.55,965615,9.66,1039766,10.4,15.94,360159,10000000,92.3,38.3,Medium,False,True
21,2,Andy Grammer,Low,22.0,8.13,577217,5.77,621543,6.22,14.35,101379,10000000,92.3,36.9,Medium,False,True
21,2,Tamar Braxton,Low,24.5,9.06,597671,5.98,643567,6.44,15.49,8957,10000000,92.3,37.7,Medium,False,True
21,2,Nick Carter,High,22.5,8.32,1079572,10.8,1162474,11.62,19.94,82894,10000000,92.3,41.1,Medium,False,True
21,2,Hayes Grier,Medium,22.5,8.32,830440,8.3,894211,8.94,17.26,82894,10000000,92.3,39.1,Medium,False,True
21,2,Bindi Irwin,Medium,24.0,8.87,847971,8.48,913089,9.13,18.0,27442,10000000,92.3,39.6,Medium,False,True
21,2,Kim Zolciak-Biermann,Low,18.5,6.84,548581,5.49,590708,5.91,12.75,230769,10000000,92.3,35.8,Medium,False,True
21,2,Paula Deen,Low,18.5,6.84,548581,5.49,590708,5.91,12.75,230769,10000000,92.3,35.8,Medium,False,True
21,4,Gary Busey,High,16.0,6.78,1293147,12.93,426556,4.27,11.05,0,384745,33.0,63.4,High,True,True
21,4,Alexa PenaVega,Low,21.0,8.9,763932,7.64,839966,8.4,17.3,88135,10000000,90.0,39.0,Medium,False,True
21,4,Carlos PenaVega,Low,25.0,10.59,774686,7.75,851790,8.52,19.11,0,10000000,90.0,40.3,Medium,False,True
21,4,Alek Skarlatos,Medium,24.0,10.17,1113623,11.14,1224461,12.24,22.41,0,10000000,90.0,42.7,Medium,False,True
21,4,Andy Grammer,Low,23.0,9.75,755335,7.55,830513,8.31,18.05,3389,10000000,90.0,39.5,Medium,False,True
21,4,Tamar Braxton,Low,27.0,11.44,804088,8.04,884119,8.84,20.28,0,10000000,90.0,41.1,Medium,False,True
21,4,Nick Carter,High,27.0,11.44,1511973,15.12,1662459,16.62,28.07,0,10000000,90.0,47.0,Medium,False,True
21,4,Hayes Grier,Medium,27.0,11.44,1141518,11.42,1255133,12.55,23.99,0,10000000,90.0,43.9,Medium,False,True
21,4,Bindi Irwin,Medium,28.0,11.86,1148160,11.48,1262437,12.62,24.49,0,10000000,90.0,44.3,Medium,False,True
21,4,Paula Deen,Low,18.0,7.63,693534,6.94,762561,7.63,15.25,215254,10000000,90.0,37.5,Medium,False,True
